id,referencia,marca,capacidad,ciudad,responsable
1778,ACH-01,Rico,1780,Santa Fé,Santiago Norrea
837,ACH-22,Sony,290,Santa Fé,Alex Cremento
4447,ACH-01,Kalley,515,Santa Fé,Jhon Doe
3179,ACH-01,Kalley,228,Melbourne,Alex Cremento
6488,ACH-22,Sony,965,Santa Fé,Alex Cremento
571,ACH-43,Kalley,1092,Santa Fé,Cindy Nero
8703,ACH-22,Kalley,1846,Santa Fé,Alex Cremento
6663,ACH-22,Kalley,1234,La Guajira,Alex Cremento
2051,ACH-22,Kalley,848,Santa Fé,Alan Brito Delgado
8549,ACH-22,Rico,211,Melbourne,Santiago Norrea
8138,ACH-22,Rico,332,La Guajira,Alan Brito Delgado
3534,ACH-43,Rico,703,Melbourne,Santiago Norrea
3747,ACH-01,Rico,1021,Santa Fé,Alex Cremento
8747,ACH-43,Rico,1873,Medellín,Alan Brito Delgado
8809,ACH-01,Rico,328,Medellín,Santiago Norrea
5484,ACH-01,Sony,1465,Santa Fé,Cindy Nero
8541,ACH-43,Kalley,1992,Gold Cost,Jhon Doe
3389,ACH-22,Rico,1818,Gold Cost,Cindy Nero
2179,ACH-22,Sony,495,Gold Cost,Cindy Nero
2540,ACH-43,Rico,621,La Guajira,Alex Cremento
7507,ACH-01,Sony,1272,Gold Cost,Alex Cremento
4860,ACH-22,Rico,1950,Medellín,Alan Brito Delgado
9723,ACH-43,Rico,1857,La Guajira,Alex Cremento
7295,ACH-43,Sony,1956,La Guajira,Cindy Nero
3250,ACH-01,Kalley,502,Melbourne,Alex Cremento
5834,ACH-22,Sony,858,Santa Fé,Cindy Nero
476,ACH-01,Kalley,561,Santa Fé,Cindy Nero
1553,ACH-01,Sony,1115,Medellín,Alan Brito Delgado
2061,ACH-43,Kalley,1660,Melbourne,Jhon Doe
2099,ACH-43,Kalley,1165,Melbourne,Santiago Norrea
4430,ACH-22,Sony,1502,Gold Cost,Jhon Doe
3424,ACH-01,Kalley,1947,Gold Cost,Alan Brito Delgado
528,ACH-22,Kalley,1643,Santa Fé,Alan Brito Delgado
2461,ACH-01,Rico,850,Melbourne,Alex Cremento
7439,ACH-43,Kalley,1436,La Guajira,Alex Cremento
8106,ACH-43,Kalley,1001,Gold Cost,Jhon Doe
2585,ACH-22,Sony,540,Melbourne,Jhon Doe
5033,ACH-22,Rico,1582,Medellín,Jhon Doe
1418,ACH-01,Kalley,823,Melbourne,Alan Brito Delgado
318,ACH-01,Sony,1620,La Guajira,Alex Cremento
2240,ACH-22,Rico,860,La Guajira,Cindy Nero
1087,ACH-43,Kalley,744,Melbourne,Jhon Doe
7541,ACH-22,Rico,983,Medellín,Alan Brito Delgado
4741,ACH-43,Rico,980,Santa Fé,Cindy Nero
7472,ACH-43,Rico,882,Santa Fé,Jhon Doe
7430,ACH-43,Rico,1707,Santa Fé,Cindy Nero
5980,ACH-01,Rico,1680,Melbourne,Alex Cremento
2045,ACH-22,Kalley,623,Gold Cost,Alan Brito Delgado
8959,ACH-22,Kalley,401,Gold Cost,Alan Brito Delgado
905,ACH-43,Rico,968,La Guajira,Alex Cremento
9845,ACH-22,Sony,696,Medellín,Alan Brito Delgado
239,ACH-01,Kalley,534,Medellín,Jhon Doe
2847,ACH-43,Kalley,1878,Gold Cost,Alan Brito Delgado
9954,ACH-22,Kalley,1350,Medellín,Alex Cremento
7409,ACH-22,Kalley,143,Gold Cost,Cindy Nero
784,ACH-22,Sony,1912,La Guajira,Cindy Nero
9829,ACH-22,Sony,485,Medellín,Alex Cremento
7606,ACH-01,Rico,954,Medellín,Alex Cremento
4048,ACH-01,Rico,1741,La Guajira,Jhon Doe
5660,ACH-43,Kalley,1525,Melbourne,Jhon Doe
2727,ACH-01,Kalley,1405,Melbourne,Jhon Doe
8679,ACH-43,Kalley,1025,La Guajira,Cindy Nero
6522,ACH-22,Sony,1347,Santa Fé,Alex Cremento
2963,ACH-43,Sony,820,Santa Fé,Alex Cremento
350,ACH-43,Sony,784,Gold Cost,Jhon Doe
5848,ACH-43,Sony,138,Medellín,Jhon Doe
2622,ACH-01,Sony,1871,La Guajira,Cindy Nero
8946,ACH-01,Rico,1221,La Guajira,Alan Brito Delgado
7597,ACH-01,Sony,1782,La Guajira,Cindy Nero
6204,ACH-22,Sony,1748,Melbourne,Cindy Nero
8196,ACH-01,Rico,1801,Medellín,Jhon Doe
7507,ACH-22,Kalley,190,Medellín,Jhon Doe
2083,ACH-43,Rico,1262,La Guajira,Cindy Nero
1348,ACH-22,Rico,303,Santa Fé,Jhon Doe
7842,ACH-01,Sony,109,Santa Fé,Alan Brito Delgado
9023,ACH-43,Sony,423,Gold Cost,Cindy Nero
9246,ACH-01,Kalley,708,Gold Cost,Santiago Norrea
6121,ACH-43,Rico,310,Santa Fé,Jhon Doe
7502,ACH-01,Kalley,1993,La Guajira,Jhon Doe
4535,ACH-01,Sony,1757,Melbourne,Santiago Norrea
1502,ACH-01,Rico,721,Melbourne,Jhon Doe
8548,ACH-22,Sony,198,Medellín,Cindy Nero
9250,ACH-01,Sony,411,La Guajira,Cindy Nero
278,ACH-43,Kalley,1851,Santa Fé,Jhon Doe
4304,ACH-22,Rico,1777,La Guajira,Jhon Doe
7817,ACH-22,Kalley,1535,Medellín,Alex Cremento
4477,ACH-22,Kalley,1843,Gold Cost,Alan Brito Delgado
5824,ACH-43,Kalley,1658,Gold Cost,Jhon Doe
3852,ACH-22,Sony,192,Santa Fé,Alan Brito Delgado
8103,ACH-22,Sony,1459,Medellín,Alex Cremento
1634,ACH-01,Rico,396,Gold Cost,Cindy Nero
5297,ACH-43,Sony,1132,La Guajira,Cindy Nero
4278,ACH-22,Sony,1294,Melbourne,Cindy Nero
6766,ACH-01,Kalley,337,Medellín,Alan Brito Delgado
6486,ACH-22,Kalley,427,Melbourne,Santiago Norrea
1818,ACH-43,Sony,944,Gold Cost,Alan Brito Delgado
7644,ACH-22,Kalley,1011,Santa Fé,Alan Brito Delgado
2562,ACH-22,Sony,1813,Melbourne,Alan Brito Delgado
3256,ACH-43,Sony,814,Santa Fé,Alan Brito Delgado
597,ACH-43,Kalley,1925,La Guajira,Santiago Norrea
7367,ACH-22,Rico,594,Medellín,Jhon Doe
9531,ACH-43,Rico,1793,Melbourne,Santiago Norrea
4572,ACH-22,Sony,458,La Guajira,Jhon Doe
1802,ACH-01,Rico,376,La Guajira,Alan Brito Delgado
8215,ACH-22,Kalley,1292,Melbourne,Alan Brito Delgado
1104,ACH-22,Kalley,1531,Santa Fé,Alan Brito Delgado
8267,ACH-22,Kalley,665,Melbourne,Jhon Doe
2857,ACH-22,Kalley,1591,Melbourne,Cindy Nero
9770,ACH-43,Kalley,1576,Santa Fé,Cindy Nero
1320,ACH-01,Sony,861,Medellín,Alan Brito Delgado
1985,ACH-43,Kalley,1982,Melbourne,Santiago Norrea
5248,ACH-43,Kalley,1341,Santa Fé,Jhon Doe
3646,ACH-01,Rico,1253,Medellín,Jhon Doe
9551,ACH-43,Rico,1720,La Guajira,Alan Brito Delgado
909,ACH-43,Sony,1801,La Guajira,Alex Cremento
2887,ACH-43,Sony,927,Santa Fé,Santiago Norrea
3998,ACH-22,Kalley,1900,Gold Cost,Jhon Doe
4014,ACH-43,Sony,1859,La Guajira,Cindy Nero
3862,ACH-43,Rico,1578,La Guajira,Jhon Doe
188,ACH-43,Kalley,749,Gold Cost,Jhon Doe
403,ACH-43,Kalley,1279,La Guajira,Santiago Norrea
4546,ACH-01,Kalley,427,Gold Cost,Jhon Doe
6541,ACH-22,Sony,1732,Melbourne,Jhon Doe
2204,ACH-43,Rico,1845,Melbourne,Alex Cremento
3799,ACH-43,Sony,1449,La Guajira,Cindy Nero
1788,ACH-01,Sony,978,Melbourne,Alex Cremento
326,ACH-43,Kalley,348,Melbourne,Jhon Doe
5597,ACH-22,Rico,1078,Melbourne,Santiago Norrea
3112,ACH-43,Rico,1493,Gold Cost,Jhon Doe
6810,ACH-43,Rico,1959,La Guajira,Alan Brito Delgado
7639,ACH-22,Kalley,197,Medellín,Alex Cremento
4194,ACH-22,Sony,1343,Gold Cost,Alex Cremento
1459,ACH-22,Sony,112,Santa Fé,Santiago Norrea
9706,ACH-43,Rico,201,Santa Fé,Alex Cremento
6811,ACH-22,Kalley,166,Gold Cost,Cindy Nero
3141,ACH-01,Sony,294,Medellín,Cindy Nero
2920,ACH-01,Rico,1846,Santa Fé,Cindy Nero
1506,ACH-01,Rico,315,Melbourne,Jhon Doe
7218,ACH-43,Kalley,128,Gold Cost,Alex Cremento
8257,ACH-01,Kalley,377,La Guajira,Cindy Nero
5448,ACH-43,Sony,205,Gold Cost,Jhon Doe
4369,ACH-43,Rico,1299,La Guajira,Santiago Norrea
5308,ACH-22,Sony,372,Medellín,Cindy Nero
1653,ACH-22,Kalley,1721,Santa Fé,Cindy Nero
3227,ACH-43,Rico,649,Medellín,Alan Brito Delgado
4999,ACH-43,Rico,1082,Santa Fé,Santiago Norrea
2731,ACH-01,Rico,1145,Melbourne,Santiago Norrea
528,ACH-22,Rico,1029,Santa Fé,Jhon Doe
3019,ACH-22,Kalley,1332,La Guajira,Cindy Nero
9713,ACH-01,Rico,1453,Santa Fé,Alex Cremento
4207,ACH-43,Kalley,1994,Gold Cost,Santiago Norrea
4065,ACH-43,Kalley,1889,Medellín,Santiago Norrea
6782,ACH-22,Kalley,1956,Melbourne,Cindy Nero
6971,ACH-43,Rico,1558,Gold Cost,Jhon Doe
3864,ACH-22,Sony,1030,Gold Cost,Santiago Norrea
7299,ACH-43,Kalley,1705,Melbourne,Jhon Doe
1666,ACH-22,Rico,355,Medellín,Alan Brito Delgado
5836,ACH-01,Kalley,1483,Gold Cost,Cindy Nero
6549,ACH-22,Sony,116,Medellín,Alan Brito Delgado
5643,ACH-01,Sony,832,La Guajira,Alex Cremento
6461,ACH-01,Sony,518,Melbourne,Cindy Nero
5055,ACH-43,Rico,1943,Gold Cost,Jhon Doe
3562,ACH-01,Sony,1457,Gold Cost,Alan Brito Delgado
2043,ACH-43,Kalley,365,Santa Fé,Alan Brito Delgado
9455,ACH-22,Sony,1480,Melbourne,Jhon Doe
1492,ACH-43,Kalley,569,La Guajira,Alan Brito Delgado
7068,ACH-01,Kalley,416,Medellín,Alex Cremento
4374,ACH-01,Sony,609,Melbourne,Alex Cremento
3272,ACH-22,Sony,944,Melbourne,Cindy Nero
7516,ACH-01,Rico,226,Gold Cost,Santiago Norrea
5319,ACH-22,Sony,350,Santa Fé,Alex Cremento
9895,ACH-43,Sony,793,La Guajira,Cindy Nero
4166,ACH-01,Sony,1106,Melbourne,Alex Cremento
7500,ACH-43,Sony,962,La Guajira,Alan Brito Delgado
4383,ACH-01,Sony,1771,Melbourne,Santiago Norrea
2989,ACH-01,Kalley,844,Santa Fé,Alan Brito Delgado
9588,ACH-22,Sony,942,La Guajira,Jhon Doe
4550,ACH-22,Rico,1455,Medellín,Cindy Nero
6050,ACH-22,Rico,1091,Gold Cost,Jhon Doe
4198,ACH-43,Kalley,1391,Santa Fé,Alex Cremento
7111,ACH-01,Kalley,1815,Gold Cost,Jhon Doe
5579,ACH-43,Rico,1581,Gold Cost,Santiago Norrea
3186,ACH-22,Kalley,1066,Santa Fé,Alex Cremento
9249,ACH-01,Kalley,1280,Santa Fé,Cindy Nero
1436,ACH-01,Kalley,1966,Melbourne,Jhon Doe
4908,ACH-01,Sony,336,Gold Cost,Alex Cremento
143,ACH-22,Rico,484,Santa Fé,Alan Brito Delgado
4393,ACH-43,Rico,163,Gold Cost,Santiago Norrea
7337,ACH-22,Kalley,1565,Santa Fé,Jhon Doe
2398,ACH-43,Rico,865,La Guajira,Alan Brito Delgado
1083,ACH-01,Sony,153,Gold Cost,Cindy Nero
3883,ACH-22,Sony,1362,Medellín,Santiago Norrea
2990,ACH-01,Rico,845,Gold Cost,Alan Brito Delgado
9895,ACH-01,Sony,1396,Gold Cost,Alan Brito Delgado
4754,ACH-01,Sony,661,La Guajira,Jhon Doe
6183,ACH-43,Sony,1988,La Guajira,Cindy Nero
6655,ACH-01,Kalley,1845,Medellín,Cindy Nero
1330,ACH-22,Kalley,1605,Medellín,Jhon Doe
1287,ACH-43,Rico,1639,Melbourne,Santiago Norrea
4351,ACH-22,Rico,1964,Medellín,Cindy Nero
3592,ACH-43,Kalley,1993,Gold Cost,Jhon Doe
6509,ACH-01,Rico,518,Gold Cost,Alan Brito Delgado
5186,ACH-22,Kalley,1723,Medellín,Cindy Nero
4621,ACH-43,Sony,1102,Gold Cost,Cindy Nero
2617,ACH-22,Rico,933,Gold Cost,Santiago Norrea
1150,ACH-22,Sony,1100,Santa Fé,Jhon Doe
6761,ACH-22,Rico,1134,Santa Fé,Alan Brito Delgado
4063,ACH-22,Rico,1390,Santa Fé,Jhon Doe
9931,ACH-22,Kalley,1259,Medellín,Cindy Nero
1801,ACH-43,Kalley,1425,Melbourne,Jhon Doe
8474,ACH-43,Kalley,1462,La Guajira,Santiago Norrea
1630,ACH-01,Sony,1506,La Guajira,Santiago Norrea
6913,ACH-22,Sony,1819,Medellín,Santiago Norrea
9013,ACH-22,Sony,1632,Melbourne,Cindy Nero
3642,ACH-43,Sony,1320,Medellín,Jhon Doe
2851,ACH-01,Sony,1210,Melbourne,Alan Brito Delgado
268,ACH-43,Kalley,1548,Gold Cost,Alex Cremento
7144,ACH-01,Sony,188,Melbourne,Alan Brito Delgado
1698,ACH-43,Rico,538,La Guajira,Cindy Nero
9205,ACH-43,Rico,289,Melbourne,Jhon Doe
3686,ACH-43,Kalley,612,Medellín,Jhon Doe
7975,ACH-22,Kalley,1936,La Guajira,Alex Cremento
5028,ACH-01,Rico,1402,Santa Fé,Alan Brito Delgado
6617,ACH-01,Rico,376,Medellín,Santiago Norrea
5204,ACH-43,Sony,1908,Santa Fé,Alex Cremento
5198,ACH-01,Rico,1029,La Guajira,Alan Brito Delgado
1434,ACH-22,Kalley,382,Santa Fé,Santiago Norrea
9506,ACH-22,Rico,390,Medellín,Jhon Doe
9082,ACH-43,Kalley,292,Medellín,Alan Brito Delgado
3607,ACH-22,Rico,154,Gold Cost,Alex Cremento
9215,ACH-43,Sony,782,Gold Cost,Alan Brito Delgado
3300,ACH-22,Sony,797,Medellín,Santiago Norrea
7613,ACH-43,Rico,1577,Santa Fé,Alan Brito Delgado
8001,ACH-22,Kalley,1093,La Guajira,Alan Brito Delgado
2670,ACH-22,Rico,1349,Santa Fé,Alan Brito Delgado
2173,ACH-01,Sony,1024,La Guajira,Cindy Nero
828,ACH-01,Rico,1221,La Guajira,Cindy Nero
9305,ACH-43,Rico,423,Melbourne,Cindy Nero
4038,ACH-01,Sony,182,Santa Fé,Cindy Nero
2482,ACH-43,Kalley,1560,Melbourne,Jhon Doe
8838,ACH-01,Sony,1027,Santa Fé,Cindy Nero
2282,ACH-22,Sony,1003,Santa Fé,Jhon Doe
2170,ACH-01,Kalley,141,Santa Fé,Alan Brito Delgado
568,ACH-22,Kalley,714,Medellín,Alan Brito Delgado
8557,ACH-01,Rico,1833,Santa Fé,Alan Brito Delgado
4855,ACH-43,Sony,873,Santa Fé,Alex Cremento
1416,ACH-01,Rico,1770,La Guajira,Alan Brito Delgado
3562,ACH-01,Rico,707,Melbourne,Santiago Norrea
4650,ACH-22,Sony,126,Santa Fé,Cindy Nero
8495,ACH-01,Sony,402,La Guajira,Alex Cremento
3836,ACH-01,Rico,257,La Guajira,Santiago Norrea
5822,ACH-43,Kalley,1457,Santa Fé,Alex Cremento
7339,ACH-43,Sony,648,Medellín,Jhon Doe
7108,ACH-22,Kalley,109,Gold Cost,Cindy Nero
9015,ACH-22,Sony,1777,Santa Fé,Alex Cremento
192,ACH-43,Kalley,1785,Melbourne,Alan Brito Delgado
1008,ACH-01,Sony,1778,La Guajira,Santiago Norrea
6113,ACH-01,Kalley,1763,Santa Fé,Cindy Nero
3283,ACH-22,Sony,425,Santa Fé,Cindy Nero
6678,ACH-01,Rico,387,Medellín,Cindy Nero
9867,ACH-43,Sony,1633,La Guajira,Alex Cremento
9286,ACH-22,Kalley,1509,Santa Fé,Cindy Nero
7874,ACH-01,Kalley,1859,La Guajira,Santiago Norrea
9321,ACH-43,Rico,500,Melbourne,Jhon Doe
7768,ACH-01,Sony,486,Santa Fé,Cindy Nero
5923,ACH-22,Kalley,914,Medellín,Alan Brito Delgado
5599,ACH-01,Kalley,1600,Santa Fé,Jhon Doe
460,ACH-01,Sony,1416,Melbourne,Alex Cremento
1303,ACH-22,Kalley,1146,Melbourne,Alex Cremento
8150,ACH-01,Sony,1077,Gold Cost,Alex Cremento
5483,ACH-22,Rico,1797,Gold Cost,Alan Brito Delgado
9649,ACH-01,Sony,374,Santa Fé,Santiago Norrea
8164,ACH-43,Rico,1370,Melbourne,Alan Brito Delgado
6809,ACH-01,Sony,1216,Santa Fé,Alan Brito Delgado
6211,ACH-43,Rico,587,Melbourne,Alan Brito Delgado
5021,ACH-01,Kalley,202,La Guajira,Santiago Norrea
2081,ACH-22,Rico,1597,La Guajira,Santiago Norrea
5518,ACH-43,Rico,417,La Guajira,Jhon Doe
7523,ACH-43,Sony,1233,La Guajira,Santiago Norrea
8787,ACH-43,Kalley,1278,Santa Fé,Santiago Norrea
2347,ACH-22,Sony,371,Medellín,Santiago Norrea
8277,ACH-01,Kalley,1856,Santa Fé,Cindy Nero
8516,ACH-43,Sony,333,Melbourne,Santiago Norrea
9319,ACH-01,Rico,589,Santa Fé,Alex Cremento
1659,ACH-22,Rico,185,Medellín,Jhon Doe
1866,ACH-43,Sony,1107,Melbourne,Cindy Nero
5114,ACH-43,Sony,1294,Medellín,Santiago Norrea
7541,ACH-01,Sony,1574,Melbourne,Alex Cremento
4060,ACH-01,Rico,1025,La Guajira,Jhon Doe
4535,ACH-43,Kalley,754,Melbourne,Alex Cremento
6757,ACH-22,Rico,544,Santa Fé,Cindy Nero
2071,ACH-01,Rico,1920,Gold Cost,Cindy Nero
7204,ACH-01,Sony,838,Santa Fé,Alex Cremento
8034,ACH-43,Rico,1137,La Guajira,Cindy Nero
5250,ACH-01,Kalley,850,Gold Cost,Cindy Nero
9649,ACH-43,Kalley,831,Santa Fé,Jhon Doe
6829,ACH-22,Sony,1041,La Guajira,Cindy Nero
9270,ACH-22,Kalley,939,La Guajira,Cindy Nero
752,ACH-43,Kalley,1755,Gold Cost,Santiago Norrea
5947,ACH-01,Kalley,1664,Melbourne,Alex Cremento
8969,ACH-22,Rico,1357,Santa Fé,Alex Cremento
9515,ACH-43,Rico,1182,Melbourne,Alan Brito Delgado
419,ACH-22,Rico,237,Melbourne,Alan Brito Delgado
3113,ACH-43,Rico,1009,Gold Cost,Cindy Nero
688,ACH-43,Sony,1325,Medellín,Jhon Doe
4134,ACH-01,Kalley,1083,Melbourne,Alex Cremento
5514,ACH-43,Rico,692,Melbourne,Santiago Norrea
6072,ACH-43,Sony,136,La Guajira,Jhon Doe
4753,ACH-43,Kalley,1389,Melbourne,Cindy Nero
939,ACH-43,Kalley,1816,Melbourne,Santiago Norrea
8458,ACH-01,Kalley,1472,Medellín,Cindy Nero
6010,ACH-22,Rico,204,Gold Cost,Alex Cremento
4105,ACH-22,Rico,1351,Santa Fé,Alex Cremento
2039,ACH-01,Sony,1000,Medellín,Cindy Nero
9835,ACH-01,Rico,1186,La Guajira,Cindy Nero
885,ACH-43,Kalley,221,La Guajira,Santiago Norrea
7008,ACH-22,Sony,908,Santa Fé,Alan Brito Delgado
6892,ACH-01,Kalley,998,Melbourne,Alan Brito Delgado
2506,ACH-43,Kalley,1195,La Guajira,Jhon Doe
6010,ACH-22,Rico,1936,Medellín,Alex Cremento
5900,ACH-43,Rico,1702,La Guajira,Alex Cremento
6477,ACH-01,Rico,104,Medellín,Santiago Norrea
1888,ACH-22,Rico,1389,La Guajira,Alex Cremento
3081,ACH-43,Kalley,660,Medellín,Cindy Nero
2911,ACH-22,Rico,694,Santa Fé,Alan Brito Delgado
191,ACH-43,Rico,683,Melbourne,Cindy Nero
4138,ACH-01,Sony,1281,Gold Cost,Alex Cremento
4590,ACH-43,Kalley,872,Santa Fé,Santiago Norrea
2017,ACH-22,Rico,599,Santa Fé,Cindy Nero
6273,ACH-43,Sony,1080,Santa Fé,Cindy Nero
8593,ACH-43,Kalley,1100,Gold Cost,Alex Cremento
349,ACH-22,Rico,1963,Gold Cost,Jhon Doe
6684,ACH-01,Sony,1390,Santa Fé,Cindy Nero
5683,ACH-43,Rico,1168,Melbourne,Santiago Norrea
9398,ACH-01,Sony,1506,Melbourne,Alan Brito Delgado
649,ACH-22,Sony,1811,La Guajira,Jhon Doe
1015,ACH-43,Rico,1541,Medellín,Jhon Doe
9757,ACH-22,Rico,882,Gold Cost,Jhon Doe
2477,ACH-01,Rico,888,Gold Cost,Santiago Norrea
3691,ACH-22,Rico,1226,Santa Fé,Alan Brito Delgado
2241,ACH-43,Rico,102,Medellín,Santiago Norrea
2937,ACH-43,Kalley,463,La Guajira,Alex Cremento
6056,ACH-43,Rico,213,Melbourne,Cindy Nero
630,ACH-01,Rico,179,Medellín,Jhon Doe
2660,ACH-01,Rico,686,Gold Cost,Santiago Norrea
1442,ACH-22,Kalley,461,Gold Cost,Alan Brito Delgado
8362,ACH-43,Kalley,1106,Medellín,Jhon Doe
2287,ACH-43,Kalley,1390,Santa Fé,Cindy Nero
759,ACH-43,Kalley,1201,Santa Fé,Cindy Nero
7873,ACH-01,Rico,1111,Santa Fé,Jhon Doe
7831,ACH-43,Sony,1481,Gold Cost,Alex Cremento
4373,ACH-43,Rico,595,Medellín,Alex Cremento
5328,ACH-22,Rico,963,La Guajira,Alex Cremento
8061,ACH-22,Rico,1919,Gold Cost,Alex Cremento
807,ACH-43,Kalley,989,Melbourne,Cindy Nero
2948,ACH-22,Sony,583,Melbourne,Jhon Doe
9239,ACH-43,Kalley,1456,Gold Cost,Santiago Norrea
6989,ACH-43,Kalley,494,La Guajira,Santiago Norrea
1007,ACH-43,Rico,1328,Santa Fé,Alan Brito Delgado
5270,ACH-22,Sony,1135,Melbourne,Cindy Nero
9989,ACH-22,Kalley,273,La Guajira,Santiago Norrea
3624,ACH-01,Rico,215,Gold Cost,Santiago Norrea
216,ACH-43,Sony,1753,Gold Cost,Jhon Doe
3805,ACH-43,Sony,586,Gold Cost,Santiago Norrea
256,ACH-01,Kalley,1862,Santa Fé,Santiago Norrea
5366,ACH-22,Sony,201,La Guajira,Jhon Doe
4977,ACH-22,Rico,630,Melbourne,Jhon Doe
5591,ACH-01,Kalley,1916,Santa Fé,Jhon Doe
604,ACH-01,Kalley,1171,Santa Fé,Alex Cremento
8590,ACH-43,Kalley,1346,Santa Fé,Santiago Norrea
4101,ACH-01,Rico,750,Gold Cost,Alan Brito Delgado
4082,ACH-01,Kalley,786,Santa Fé,Alan Brito Delgado
7225,ACH-22,Sony,204,Santa Fé,Alex Cremento
8536,ACH-01,Sony,1290,Santa Fé,Santiago Norrea
2131,ACH-22,Rico,668,Medellín,Cindy Nero
4000,ACH-22,Rico,1526,Melbourne,Cindy Nero
1847,ACH-43,Kalley,871,Gold Cost,Cindy Nero
8436,ACH-43,Rico,1518,Medellín,Santiago Norrea
3898,ACH-43,Kalley,167,Santa Fé,Santiago Norrea
7791,ACH-22,Kalley,656,La Guajira,Santiago Norrea
2378,ACH-43,Sony,1375,Medellín,Jhon Doe
122,ACH-43,Sony,457,Medellín,Santiago Norrea
9695,ACH-22,Sony,1354,Santa Fé,Santiago Norrea
6017,ACH-01,Sony,1261,Gold Cost,Cindy Nero
748,ACH-22,Kalley,1344,Gold Cost,Cindy Nero
7778,ACH-43,Kalley,1916,La Guajira,Cindy Nero
3806,ACH-22,Rico,1990,Gold Cost,Alex Cremento
7567,ACH-43,Rico,601,Melbourne,Jhon Doe
7872,ACH-01,Sony,331,Gold Cost,Jhon Doe
3586,ACH-43,Rico,1648,Melbourne,Cindy Nero
168,ACH-43,Sony,1947,Medellín,Alan Brito Delgado
7350,ACH-01,Sony,111,Santa Fé,Santiago Norrea
8306,ACH-01,Sony,1110,Medellín,Santiago Norrea
950,ACH-22,Rico,527,La Guajira,Alan Brito Delgado
3557,ACH-43,Rico,1938,La Guajira,Santiago Norrea
9013,ACH-43,Sony,889,La Guajira,Cindy Nero
1116,ACH-01,Sony,358,Medellín,Santiago Norrea
7868,ACH-22,Rico,106,Gold Cost,Alex Cremento
662,ACH-43,Kalley,1923,La Guajira,Santiago Norrea
9114,ACH-01,Kalley,655,Gold Cost,Jhon Doe
1536,ACH-43,Kalley,1409,Santa Fé,Cindy Nero
7049,ACH-01,Kalley,1182,La Guajira,Cindy Nero
1691,ACH-01,Kalley,1467,Santa Fé,Alex Cremento
662,ACH-01,Sony,130,La Guajira,Jhon Doe
7662,ACH-43,Sony,640,Melbourne,Santiago Norrea
2275,ACH-43,Kalley,953,Melbourne,Alan Brito Delgado
3362,ACH-22,Rico,1575,Gold Cost,Alex Cremento
8071,ACH-43,Rico,543,Melbourne,Alex Cremento
1015,ACH-22,Sony,1319,Gold Cost,Alex Cremento
4083,ACH-01,Sony,557,Gold Cost,Cindy Nero
5924,ACH-22,Rico,1527,Gold Cost,Cindy Nero
7942,ACH-22,Kalley,709,Santa Fé,Cindy Nero
9447,ACH-01,Sony,652,Medellín,Alan Brito Delgado
1471,ACH-01,Sony,854,Santa Fé,Jhon Doe
8622,ACH-01,Rico,1441,La Guajira,Alan Brito Delgado
2051,ACH-01,Rico,176,Melbourne,Santiago Norrea
7240,ACH-22,Kalley,433,Santa Fé,Alan Brito Delgado
4267,ACH-01,Kalley,1072,Medellín,Jhon Doe
8346,ACH-22,Rico,923,Gold Cost,Cindy Nero
5326,ACH-01,Sony,1493,Melbourne,Alex Cremento
8738,ACH-43,Sony,1708,Gold Cost,Alan Brito Delgado
6441,ACH-22,Rico,319,Santa Fé,Alan Brito Delgado
7868,ACH-43,Sony,1795,La Guajira,Santiago Norrea
4810,ACH-43,Rico,1943,Santa Fé,Alex Cremento
867,ACH-01,Rico,732,Santa Fé,Cindy Nero
7435,ACH-22,Rico,527,La Guajira,Alan Brito Delgado
4147,ACH-22,Rico,1795,La Guajira,Santiago Norrea
9800,ACH-43,Sony,1139,Medellín,Santiago Norrea
1883,ACH-43,Rico,1793,Medellín,Cindy Nero
4202,ACH-01,Rico,1196,Santa Fé,Santiago Norrea
6048,ACH-43,Sony,1855,Gold Cost,Alex Cremento
358,ACH-43,Kalley,592,Melbourne,Jhon Doe
312,ACH-43,Rico,1673,Gold Cost,Alex Cremento
3957,ACH-22,Rico,960,Gold Cost,Alex Cremento
8758,ACH-22,Kalley,181,Gold Cost,Jhon Doe
8961,ACH-43,Kalley,1654,Medellín,Alan Brito Delgado
7409,ACH-43,Rico,1729,Gold Cost,Jhon Doe
2511,ACH-01,Kalley,1321,La Guajira,Cindy Nero
2928,ACH-01,Rico,1558,Melbourne,Santiago Norrea
9042,ACH-43,Rico,1903,Santa Fé,Cindy Nero
7205,ACH-01,Kalley,942,La Guajira,Alex Cremento
4335,ACH-01,Rico,1570,Santa Fé,Jhon Doe
6042,ACH-43,Sony,1448,Melbourne,Santiago Norrea
4885,ACH-43,Rico,174,Santa Fé,Santiago Norrea
2377,ACH-43,Rico,1133,Melbourne,Jhon Doe
7130,ACH-01,Rico,306,Medellín,Cindy Nero
665,ACH-22,Rico,1489,Medellín,Cindy Nero
6794,ACH-22,Sony,1407,Santa Fé,Cindy Nero
7762,ACH-43,Sony,188,Gold Cost,Alan Brito Delgado
6525,ACH-43,Sony,786,La Guajira,Cindy Nero
6648,ACH-22,Kalley,109,Santa Fé,Cindy Nero
2266,ACH-43,Sony,1813,La Guajira,Alex Cremento
2788,ACH-22,Sony,236,La Guajira,Santiago Norrea
6321,ACH-01,Rico,1530,Santa Fé,Santiago Norrea
